Timestep,mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,mc_17,mc_18,mc_19,mc_20,mc_21,mc_22,mc_23,mc_24,mc_25,mc_26,mc_27,mc_28,mc_29,mean
39,0.4477068805206881,0.4620087937168557,0.3941334580156332,0.4564178317993396,0.3551582205916074,0.4863480629991789,0.3896036840636337,0.4984434078075129,0.3834043229497775,0.460678398450113,0.4179652050323735,0.4662604466365255,0.4304441246275817,0.4748463356973995,0.3557096640612867,0.4721430578976953,0.3812006307253341,0.4826899185763452,0.4168751373928336,0.4876233826605717,0.5081092220504895,0.4290404373024236,0.5066397139359577,0.4696158417018242,0.4912006154869833,0.4838433027522936,0.4369619255486844,0.4535836909871244,0.4224735674193969,0.44555618211749876
40,0.4507414897202562,0.4668641421042357,0.395397632698354,0.4612933461512051,0.3552923253554712,0.4918915697464422,0.3906075478463537,0.5032869928400955,0.3848578378123081,0.4655443535801236,0.4184842409785312,0.4720932870679301,0.4310359789391575,0.4785292932007525,0.3547246657720789,0.4781896316507503,0.38285456470475,0.4900435703233162,0.4180886477904207,0.4935312618416066,0.5126036722458156,0.4354183913901802,0.5105129805292062,0.4719260365223383,0.4970960557220378,0.4880608338060125,0.4404676427525622,0.4591862726035388,0.4285480182926829,0.44921283737891415
41,0.4535916335744981,0.4714781896116994,0.3973849689829071,0.4661843342738143,0.3558081023454157,0.4966161969368488,0.391682525951557,0.5073741299303944,0.3861063421761563,0.4699538182915786,0.418846981178196,0.4774851762559458,0.4314160896801847,0.4818697288179577,0.354091343854615,0.4841209154650086,0.3832301293900185,0.4961226989017935,0.4187066680261012,0.4986881903773444,0.5166581941418543,0.4412372818647098,0.5149872919818457,0.4738025513033833,0.5030205290169759,0.4919187559939718,0.4441419197918435,0.4639039462952506,0.4339529702970297,0.45256488292099645
42,0.4563434487118697,0.4754077017114914,0.3979794933655006,0.4703979102319773,0.3560815595537074,0.5008280168318175,0.3923109173584748,0.5117029742084768,0.3876826140785285,0.4746651863971018,0.4189376089722444,0.4824318051758123,0.4318657736468015,0.4849141765332331,0.3532077945980766,0.4897067881432054,0.3837415510494486,0.502330570266329,0.4195787166986753,0.5041350685130138,0.5203953079178886,0.4464337752299056,0.5190428152492669,0.4757134804316315,0.5083366656413412,0.4961573859498113,0.4476420874131612,0.468295889246463,0.4385946727732915,0.45568488813443264
43,0.4588481555181387,0.4795158424637252,0.3983002667555852,0.4753374035989717,0.3561637159339567,0.5054271141822968,0.3931462235649547,0.5153350699204826,0.3886853383619766,0.4780737473136522,0.4192762888474314,0.4871330189849857,0.4326233737596472,0.4880977206595538,0.3529710851922479,0.4944750607136185,0.3844667865861493,0.5080753761358558,0.4203301662707838,0.5093652482269504,0.5221996360948428,0.4513534507652324,0.522745733788396,0.4777512347283598,0.5135666142439902,0.5004350753446617,0.4509456884230586,0.4718633668017145,0.4431570606878741,0.4586091332368653
44,0.4619136779619094,0.4828292080629415,0.3986886237200677,0.4800823485038974,0.356419168591224,0.5094198541640015,0.3931225411911347,0.5187930850496212,0.3892283218964442,0.4809157779600765,0.4201031449307236,0.4912135334705241,0.4327602389078498,0.4918271488961954,0.3524869535460689,0.4995405634143393,0.3845533468057904,0.5138027250326135,0.4205180789148068,0.5146439972241499,0.5241027624309392,0.4562518211363891,0.524987317342156,0.4796353142799536,0.5184701628807246,0.5044078170633195,0.4542046909407486,0.4757467440141045,0.4474148182026068,0.4613132340184593
45,0.464693716148205,0.4866282702069504,0.3984382557141742,0.4844384369623986,0.3574722242934903,0.5138825321808346,0.3938213114135968,0.5217827080951887,0.3902713334678233,0.483190289617197,0.4211469526438734,0.4951867170881588,0.4329038652130823,0.495058017177635,0.3518109423997358,0.5029846235107694,0.3843869426751592,0.5196430083251024,0.4212392556490917,0.5202210826597841,0.5259568581099231,0.4609117583134101,0.5273015660911861,0.4824634241816314,0.5238340104055306,0.5082778481394368,0.4572962852750087,0.4792122080211547,0.4514759942074189,0.4639976013167914
46,0.4673533513061262,0.4899672565892732,0.3987412679832345,0.4885042375428262,0.3575646489453915,0.5181109499637419,0.3948190855597383,0.5242715968255574,0.3915979219760831,0.4842839582052858,0.4217101913443377,0.4986816035019006,0.4329779014372072,0.498440366972477,0.3513015227616998,0.5067066499515642,0.3840369230769231,0.5249380890142396,0.4217238348411439,0.5255810783857456,0.5281898126402589,0.4636810463031325,0.5297518687707641,0.4845107585617251,0.5283639079980543,0.5121457039034111,0.460810251971533,0.4821867662753468,0.4553522196895691,0.46642430249304456
47,0.4696189553382306,0.4930731438179812,0.3988135655227921,0.4914034314589576,0.358136616612412,0.5221462167088012,0.3952306302476352,0.5263322514015933,0.3911858767159752,0.4849399890889252,0.4227784402575721,0.5013670096137628,0.4328507613424487,0.5017061980144889,0.3507484868344963,0.5093489554548469,0.3838704640095182,0.529656222802437,0.4219977998256465,0.5307775750863248,0.5305292146809483,0.4666135804997952,0.531797520661157,0.485421198156682,0.5331711534549399,0.5156509213303668,0.4637502330785008,0.485038308225915,0.4589743657645252,0.46851479606923035
48,0.4713587479234065,0.4962512143989365,0.3988802896904289,0.4938588640275387,0.3588036976617726,0.5262255742200891,0.3959154348573392,0.528698026441847,0.3916350238244745,0.4847331480860441,0.4239260529459365,0.503382159315339,0.4328065343695767,0.5047941314431647,0.3503129782389608,0.5120351084389092,0.3835249973005075,0.5341203130094555,0.422116544679482,0.5344083519285941,0.5331168092577024,0.469567023128575,0.5341243449728195,0.4862492172824045,0.5377778513710425,0.5186267273433598,0.4667152425778421,0.4876458772722707,0.4627243374489848,0.47049429736057957
